target,budget,seed,method,rank,wavelength_nm,importance,relative_importance,selected_wavelengths
LAI,30,0,GradientInputFallback,14,2060,0.3995545506477356,0.028617607429623604,"2055,1066,746,1730,1340,1324,1601,1054,1222,990,681,649,653,606,666,651,705,663,531,654,661,650,662,664,2057,2085,2061,2060,2058,2059"
LAI,30,0,GradientInputFallback,15,705,0.3724818527698517,0.026678558439016342,"2055,1066,746,1730,1340,1324,1601,1054,1222,990,681,649,653,606,666,651,705,663,531,654,661,650,662,664,2057,2085,2061,2060,2058,2059"
cab,30,0,GradientInputFallback,1,739,0.44534561038017273,0.06850240379571915,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,2,649,0.4314771294593811,0.06636917591094971,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,3,817,0.43115559220314026,0.06631971895694733,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,4,641,0.40227389335632324,0.06187717989087105,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,5,698,0.31951823830604553,0.0491478256881237,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,6,547,0.319212406873703,0.049100782722234726,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,7,1350,0.30383360385894775,0.046735238283872604,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,8,1129,0.2563324272632599,0.039428677409887314,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,9,1264,0.2324339598417282,0.03575265035033226,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,10,710,0.23066078126430511,0.03547990322113037,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,11,548,0.22841767966747284,0.03513487055897713,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,12,637,0.2236497849225998,0.03440148010849953,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,13,841,0.2063927948474884,0.031747035682201385,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,14,715,0.19929493963718414,0.030655255541205406,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
cab,30,0,GradientInputFallback,15,424,0.19347596168518066,0.02976018749177456,"1350,424,547,817,739,882,841,649,683,954,1129,1459,1264,1198,641,618,1170,716,697,612,637,710,1487,1444,715,616,1193,1188,548,698"
car,30,0,GradientInputFallback,1,704,0.9028328061103821,0.15775074064731598,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,2,909,0.7609283328056335,0.13295596837997437,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,3,1225,0.3404350280761719,0.05948374792933464,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,4,677,0.3321537375450134,0.058036770671606064,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,5,1033,0.2663547396659851,0.046539802104234695,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,6,1291,0.2594645619392395,0.04533588886260986,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,7,1431,0.24913378059864044,0.04353080689907074,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,8,568,0.18301375210285187,0.03197774291038513,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,9,607,0.15830211341381073,0.027659913524985313,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,10,679,0.15551921725273132,0.027173660695552826,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,11,1078,0.1495262235403061,0.02612651325762272,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,12,1472,0.14365246891975403,0.02510019950568676,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,13,600,0.1432584673166275,0.025031356140971184,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,14,1474,0.13808144629001617,0.02412678301334381,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
car,30,0,GradientInputFallback,15,441,0.13312077522277832,0.02326001226902008,"1431,440,568,400,446,439,486,1291,704,909,675,1225,1033,1275,1078,607,600,677,596,457,487,1472,680,402,441,1475,1474,679,1459,1455"
cbc,30,0,GradientInputFallback,1,1536,0.8730905652046204,0.1001669391989708,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,2,1271,0.6108687520027161,0.07008305937051773,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,3,1737,0.590019702911377,0.06769111007452011,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,4,2099,0.47525301575660706,0.05452428758144379,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,5,1007,0.464655339717865,0.05330844968557358,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,6,1685,0.4131760001182556,0.047402385622262955,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,7,1706,0.40074437856674194,0.045976147055625916,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,8,1264,0.3477397859096527,0.03989509493112564,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,9,487,0.3189338743686676,0.03659028187394142,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,10,1618,0.30606213212013245,0.03511354699730873,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,11,2123,0.29757097363471985,0.03413938358426094,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,12,1331,0.29543793201446533,0.03389466553926468,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,13,1687,0.29105207324028015,0.03339149057865143,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,14,518,0.26091906428337097,0.02993442676961422,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cbc,30,0,GradientInputFallback,15,1581,0.2464914619922638,0.028279192745685577,"1706,1536,1271,1007,1090,709,1264,1331,1796,669,487,526,1581,1618,1737,1443,646,1104,572,1687,1662,2099,1685,1596,518,1588,1603,2123,1797,1795"
cm,30,0,GradientInputFallback,1,1300,1.129515528678894,0.14994437992572784,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,2,1559,0.7505664229393005,0.09963848441839218,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,3,2157,0.4184543192386627,0.05555025115609169,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,4,1728,0.40645039081573486,0.05395671725273132,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,5,1715,0.3735148012638092,0.04958448186516762,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,6,1672,0.337030291557312,0.04474112391471863,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,7,1739,0.3358018696308136,0.044578053057193756,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,8,1574,0.32811450958251953,0.0435575470328331,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,9,1693,0.3229318857192993,0.04286954924464226,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,10,1738,0.2990829646587372,0.039703577756881714,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,11,2176,0.26462042331695557,0.0351286381483078,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,12,1734,0.2509376108646393,0.03331223130226135,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,13,982,0.22787915170192719,0.030251197516918182,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,14,1676,0.22534319758415222,0.029914546757936478,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cm,30,0,GradientInputFallback,15,992,0.21452590823173523,0.02847854048013687,"1715,1559,1300,1574,992,510,660,1081,1738,1728,1332,987,1647,1693,1734,1667,699,514,2168,2166,2157,982,1670,1676,1740,1672,2176,1739,1645,1639"
cp,30,0,GradientInputFallback,1,1275,1.242456316947937,0.1200065016746521,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,2,1211,0.7844520211219788,0.07576873153448105,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,3,1542,0.7083113789558411,0.06841444969177246,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,4,1573,0.6348645091056824,0.06132035702466965,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,5,1736,0.5816565752029419,0.056181106716394424,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,6,721,0.5663182139396667,0.0546996034681797,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,7,793,0.5446426272392273,0.052605997771024704,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,8,656,0.41017794609069824,0.03961830958724022,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,9,679,0.3894825577735901,0.03761938214302063,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,10,1226,0.38108643889427185,0.03680841624736786,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,11,485,0.34414342045783997,0.03324016183614731,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,12,1768,0.29775020480155945,0.028759127482771873,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,13,533,0.28661563992500305,0.02768366038799286,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,14,551,0.2487182766199112,0.024023227393627167,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cp,30,0,GradientInputFallback,15,669,0.23175735771656036,0.0223850030452013,"556,533,1736,1275,1226,1768,721,1542,1767,679,544,793,1573,656,1665,1041,1241,1211,616,485,510,522,669,1770,675,630,623,519,551,664"
cw,30,0,GradientInputFallback,1,1106,1.3448740243911743,0.12104148417711258,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,2,1184,1.3403100967407227,0.12063071876764297,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,3,980,0.8376554250717163,0.07539074122905731,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,4,1545,0.8063220381736755,0.07257067412137985,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,5,539,0.6259392499923706,0.05633584409952164,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,6,1705,0.6138482689857483,0.055247630923986435,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,7,1289,0.5402146577835083,0.048620451241731644,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,8,585,0.5270958542823792,0.047439731657505035,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,9,1297,0.4776902496814728,0.042993124574422836,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,10,1697,0.4485006332397461,0.040365997701883316,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,11,1664,0.37164193391799927,0.03344855457544327,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,12,1434,0.33197468519210815,0.029878417029976845,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,13,1648,0.2639542520046234,0.02375643700361252,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,14,1597,0.26126042008399963,0.02351398579776287,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
cw,30,0,GradientInputFallback,15,1668,0.2362525761127472,0.021263226866722107,"1597,539,585,1545,1106,1184,1297,980,1697,1434,1591,1705,1289,937,1602,1609,1664,1652,1668,1642,1593,1601,1646,1592,1596,1608,1648,1604,1607,1606"
